"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
5,"John Metchie","WR",13,1,13,13,0,0,0,NA,0,1163,NA,"alabama",2021
6,"Jojo Earle","WR",12,0,0,NA,0,15,88,5.9,0,236,NA,"alabama",2021
1,"Malik Williams","WR",14,4,101,25.3,0,9,90,10,0,1023,NA,"appalachian-state",2021
2,"Thomas Hennigan","WR",14,4,110,27.5,0,14,78,5.6,0,1011,NA,"appalachian-state",2021
3,"Milan Tucker","WR",13,7,149,21.3,0,0,0,NA,0,172,NA,"appalachian-state",2021
4,"Jalen Virgil","WR",12,26,781,30,2,0,0,NA,0,1006,NA,"appalachian-state",2021
1,"Kyle Soelle","LB",13,1,1,1,0,0,0,NA,0,1,NA,"arizona-state",2021
2,"LV Bunkley-Shelton","WR",13,1,7,7,0,6,28,4.7,0,453,NA,"arizona-state",2021
3,"Will Shaffer","LB",13,1,-1,-1,0,0,0,NA,0,-1,NA,"arizona-state",2021
4,"D.J. Taylor","DB",12,25,525,21,0,14,191,13.6,0,716,NA,"arizona-state",2021
5,"Rachaad White","RB",11,1,25,25,0,1,36,36,0,1523,NA,"arizona-state",2021
6,"Tommi Hill","DB",11,4,79,19.8,0,0,0,NA,0,79,NA,"arizona-state",2021
7,"Geordon Porter","WR",6,2,28,14,0,0,0,NA,0,75,NA,"arizona-state",2021
8,"Justin Collins","WR",2,1,17,17,0,0,0,NA,0,17,NA,"arizona-state",2021
1,"Stanley Berryhill III","WR",12,0,0,NA,0,18,156,8.7,0,1021,NA,"arizona",2021
2,"Michael Wiley","RB",11,5,95,19,0,0,0,NA,0,694,NA,"arizona",2021
3,"Tayvian Cunningham","WR",10,15,319,21.3,0,1,-3,-3,0,653,NA,"arizona",2021
4,"Jamarye Joiner","WR",8,1,10,10,0,0,0,NA,0,125,NA,"arizona",2021
5,"Bam Smith","",7,5,59,11.8,0,0,0,NA,0,63,NA,"arizona",2021
6,"Darrius Smith","RB",3,5,59,11.8,0,0,0,NA,0,63,NA,"arizona",2021
1,"Alan Lamar","RB",12,55,1333,24.2,2,0,0,NA,0,1683,NA,"arkansas-state",2021
2,"Johnnie Lang","RB",12,0,0,NA,0,16,129,8.1,1,485,NA,"arkansas-state",2021
3,"Lincoln Pare","RB",12,4,67,16.8,0,0,0,NA,0,805,NA,"arkansas-state",2021
4,"Reed Tyler","TE",10,1,0,0,0,0,0,NA,0,27,NA,"arkansas-state",2021
5,"Eathan Hassler","LB",9,1,0,0,0,0,0,NA,0,0,NA,"arkansas-state",2021
1,"Greg Brooks Jr.","DB",13,0,0,NA,0,2,2,1,0,9,NA,"arkansas",2021
2,"Raheim Sanders","RB",13,1,19,19,0,0,0,NA,0,706,NA,"arkansas",2021
3,"AJ Green","RB",12,9,147,16.3,0,0,0,NA,0,458,NA,"arkansas",2021
4,"LaDarrius Bishop","DB",12,6,144,24,0,0,0,NA,0,144,NA,"arkansas",2021
5,"Mataio Soli","DL",12,0,0,NA,0,1,4,4,0,4,NA,"arkansas",2021
6,"Nathan Parodi","DB",12,0,0,NA,0,18,205,11.4,1,205,NA,"arkansas",2021
7,"Treylon Burks","WR",12,1,0,0,0,0,0,NA,0,1216,NA,"arkansas",2021
8,"Harper Cole","WR",5,0,0,NA,0,1,0,0,0,0,NA,"arkansas",2021
9,"Bryce Stephens","WR",4,0,0,NA,0,3,53,17.7,0,58,NA,"arkansas",2021
1,"Marquel Broughton","DB",14,1,-3,-3,0,0,0,NA,0,21,NA,"army",2021
2,"Tyrell Robinson","RB",14,5,112,22.4,0,11,141,12.8,0,1250,NA,"army",2021
3,"AJ Howard Jr.","RB",13,3,39,13,0,0,0,NA,0,185,NA,"army",2021
4,"Cameron Jones","CB",12,0,0,NA,0,1,-2,-2,0,43,NA,"army",2021
5,"Reikan Donaldson","WR",10,0,0,NA,0,1,13,13,0,29,NA,"army",2021
6,"Laquan Veney","RB",3,2,13,6.5,0,0,0,NA,0,43,NA,"army",2021
7,"Maurice Bellan","QB",1,0,0,NA,0,1,2,2,0,18,NA,"army",2021
1,"Donovan Kaufman","S",13,3,61,20.3,0,0,0,NA,0,99,NA,"auburn",2021
2,"Jarquez Hunter","RB",13,10,195,19.5,0,0,0,NA,0,849,NA,"auburn",2021
3,"Nehemiah Pritchett","CB",13,10,313,31.3,0,0,0,NA,0,314,NA,"auburn",2021
4,"Demetris Robertson","WR",12,0,0,NA,0,12,89,7.4,0,619,NA,"auburn",2021
5,"Ja'Varrius Johnson","WR",12,0,0,NA,0,5,57,11.4,0,390,NA,"auburn",2021
6,"Jaylin Simpson","CB",11,0,0,NA,0,1,-1,-1,0,-1,NA,"auburn",2021
7,"Shaun Shivers","RB",10,3,52,17.3,0,0,0,NA,0,302,NA,"auburn",2021
8,"Devin Guice","S",6,0,0,NA,0,2,21,10.5,0,21,NA,"auburn",2021
1,"Amechi Uzodinma II","CB",13,6,137,22.8,0,0,0,NA,0,137,NA,"ball-state",2021
2,"Jayson Jackson","WR",13,1,10,10,0,1,-3,-3,0,869,NA,"ball-state",2021
3,"Ryan Lezon","TE",13,1,8,8,0,0,0,NA,0,14,NA,"ball-state",2021
4,"Brandon Berger","LB",11,1,9,9,0,0,2,NA,0,11,NA,"ball-state",2021
5,"Hassan Littles","WR",11,1,21,21,0,2,17,8.5,0,69,NA,"ball-state",2021
6,"Jalen McGaughy","WR",11,5,65,13,0,0,0,NA,0,215,NA,"ball-state",2021
7,"Justin Hall","WR",11,11,380,34.5,1,10,120,12,0,1368,NA,"ball-state",2021
8,"Donny Marcus","RB",9,2,26,13,0,0,0,NA,0,76,NA,"ball-state",2021
9,"Jimmy Daw","LB",7,2,23,11.5,0,0,0,NA,0,23,NA,"ball-state",2021
10,"Nic Jones","CB",6,1,24,24,0,0,0,NA,0,24,NA,"ball-state",2021
1,"Abram Smith","RB",14,1,13,13,0,0,0,NA,0,1709,NA,"baylor",2021
2,"Trestan Ebner","RB",14,24,538,22.4,1,19,154,8.1,0,1775,NA,"baylor",2021
3,"Tyquan Thornton","WR",14,1,18,18,0,0,0,NA,0,955,NA,"baylor",2021
4,"Drew Estrada","WR",12,1,26,26,0,0,0,NA,0,397,NA,"baylor",2021
5,"Josh Fleeks","WR",9,1,7,7,0,0,0,NA,0,107,NA,"baylor",2021
6,"Monaray Baldwin","WR",8,2,48,24,0,0,0,NA,0,142,NA,"baylor",2021
1,"Khalil Shakir","WR",12,3,80,26.7,0,9,115,12.8,0,1442,NA,"boise-state",2021
2,"Riley Smith","TE",11,1,18,18,0,0,0,NA,0,104,NA,"boise-state",2021
3,"Stefan Cobbs","WR",9,10,200,20,0,1,81,81,1,707,NA,"boise-state",2021
4,"Tyler Eiguren","TE",8,1,7,7,0,0,0,NA,0,20,NA,"boise-state",2021
5,"Latrell Caples","WR",7,0,0,NA,0,2,0,0,0,65,NA,"boise-state",2021
6,"CT Thomas","WR",6,8,179,22.4,0,0,0,NA,0,293,NA,"boise-state",2021
1,"Alec Sinkfield","RB",12,4,92,23,0,0,0,NA,0,448,NA,"boston-college",2021
2,"Travis Levy","RB",12,17,468,27.5,1,8,30,3.8,0,830,NA,"boston-college",2021
3,"Jaelen Gill","WR",9,0,0,NA,0,6,40,6.7,0,309,NA,"boston-college",2021
4,"Peter Stehr","RB",9,2,36,18,0,0,0,NA,0,48,NA,"boston-college",2021
1,"Jamal Johnson","RB",12,4,61,15.3,0,0,0,NA,0,279,NA,"bowling-green-state",2021
2,"Jhaylin Embry","WR",12,0,0,NA,0,17,136,8,0,352,NA,"bowling-green-state",2021
3,"Taron Keith","RB",12,23,500,21.7,0,0,0,NA,0,835,NA,"bowling-green-state",2021
4,"Anthony Hawkins","DL",11,2,4,2,0,0,0,NA,0,4,NA,"bowling-green-state",2021
5,"Christian Sims","TE",11,1,8,8,0,0,0,NA,0,430,NA,"bowling-green-state",2021
6,"Deshawn Jones Jr.","CB",10,3,50,16.7,0,0,0,NA,0,56,NA,"bowling-green-state",2021
7,"Jaison Patterson","RB",10,1,6,6,0,0,0,NA,0,353,NA,"bowling-green-state",2021
8,"Davon Ferguson","CB",8,3,60,20,0,2,14,7,0,74,NA,"bowling-green-state",2021
9,"Diata Burns","CB",7,1,14,14,0,0,0,NA,0,14,NA,"bowling-green-state",2021
1,"Hobbs Nyberg","WR",13,1,14,14,0,23,221,9.6,0,235,NA,"brigham-young",2021
2,"Jacob Boren","DB",13,2,15,7.5,0,0,0,NA,0,15,NA,"brigham-young",2021
3,"Lopini Katoa","RB",13,4,80,20,0,0,0,NA,0,350,NA,"brigham-young",2021
4,"Talmage Gunther","WR",13,0,0,NA,0,2,7,3.5,0,7,NA,"brigham-young",2021
5,"Javelle Brown","DB",10,2,39,19.5,0,0,0,NA,0,39,NA,"brigham-young",2021
6,"Caleb Christensen","DB",8,4,70,17.5,0,0,0,NA,0,70,NA,"brigham-young",2021
7,"Miles Davis","RB",2,4,78,19.5,0,0,0,NA,0,71,NA,"brigham-young",2021
1,"Dylan McDuffie","RB",12,2,44,22,0,0,0,NA,0,1206,NA,"buffalo",2021
2,"Jake Molinich","TE",12,3,31,10.3,0,0,0,NA,0,95,NA,"buffalo",2021
3,"Quian Williams","WR",12,0,0,NA,0,6,53,8.8,0,873,NA,"buffalo",2021
4,"Ron Cook Jr.","RB",12,28,587,21,0,6,35,5.8,0,1300,NA,"buffalo",2021
5,"Trevor Borland","TE",12,1,7,7,0,0,0,NA,0,66,NA,"buffalo",2021
6,"Cole Burniston","TE",10,1,14,14,0,0,0,NA,0,14,NA,"buffalo",2021
1,"Kekoa Crawford","WR",11,0,0,NA,0,2,18,9,0,531,NA,"california",2021
2,"Nikko Remigio","WR",11,17,494,29.1,1,10,70,7,0,859,NA,"california",2021
3,"Jeremiah Hunter","WR",9,0,0,NA,0,1,7,7,0,395,NA,"california",2021
1,"Alec Holler","TE",13,1,4,4,0,0,0,NA,0,196,NA,"central-florida",2021
2,"Amari Johnson","WR",13,0,0,NA,0,9,79,8.8,0,244,NA,"central-florida",2021
3,"Johnny Richardson","RB",13,15,301,20.1,0,0,0,NA,0,1260,NA,"central-florida",2021
4,"Ryan O'Keefe","WR",13,7,181,25.9,0,0,0,NA,0,1267,NA,"central-florida",2021
5,"Titus Mokiao-Atimalala","WR",13,3,68,22.7,0,13,95,7.3,0,265,NA,"central-florida",2021
1,"Kalil Pimpleton","WR",13,0,0,NA,0,16,305,19.1,2,1349,NA,"central-michigan",2021
2,"Kumehnnu Gwilly","LB",13,1,4,4,0,0,0,NA,0,4,NA,"central-michigan",2021
3,"Marion Lukes","RB",13,21,485,23.1,1,0,0,NA,0,643,NA,"central-michigan",2021
4,"Remi Simmons","WR",13,3,44,14.7,0,0,0,NA,0,207,NA,"central-michigan",2021
5,"Myles Bailey","RB",12,4,85,21.3,0,0,0,NA,0,245,NA,"central-michigan",2021
6,"Darius Bracy","RB",8,1,29,29,0,0,0,NA,0,278,NA,"central-michigan",2021
1,"Calvin Camp","RB",12,6,136,22.7,0,0,0,NA,0,901,NA,"charlotte",2021
2,"Keith Pearson Jr.","WR",12,4,99,24.8,0,0,0,NA,0,344,NA,"charlotte",2021
3,"Shadrick Byrd","RB",12,27,616,22.8,0,0,0,NA,0,1455,NA,"charlotte",2021
4,"Cameron Dollar","WR",11,0,0,NA,0,2,5,2.5,0,102,NA,"charlotte",2021
5,"Victor Tucker","WR",11,0,0,NA,0,2,8,4,0,676,NA,"charlotte",2021
6,"Geovonte' Howard","CB",10,0,0,NA,0,2,21,10.5,0,21,NA,"charlotte",2021
7,"Henry Rutledge","RB",4,1,9,9,0,0,0,NA,0,17,NA,"charlotte",2021
1,"Ryan Montgomery","RB",14,0,0,NA,0,20,229,11.5,0,583,NA,"cincinnati",2021
2,"Tre Tucker","WR",14,22,557,25.3,1,1,-5,-5,0,990,NA,"cincinnati",2021
3,"Tyler Scott","WR",14,5,102,20.4,0,0,0,NA,0,622,NA,"cincinnati",2021
4,"Michael Kopaygorodsky","RB",10,1,8,8,0,0,0,NA,0,8,NA,"cincinnati",2021
1,"Darien Rencher","RB",13,1,32,32,0,0,0,NA,0,102,NA,"clemson",2021
2,"Will Swinney","WR",13,0,0,NA,0,1,-2,-2,0,31,NA,"clemson",2021
3,"Kobe Pace","RB",11,4,91,22.8,0,0,0,NA,0,863,NA,"clemson",2021
4,"Will Brown","WR",11,0,0,NA,0,12,26,2.2,0,64,NA,"clemson",2021
5,"Will Shipley","RB",10,14,380,27.1,0,0,0,NA,0,1234,NA,"clemson",2021
6,"Drew Swinney","WR",9,1,5,5,0,1,4,4,0,13,NA,"clemson",2021
7,"Will Taylor","QB",5,1,14,14,0,6,64,10.7,0,104,NA,"clemson",2021
1,"Aaron Bedgood","WR",13,2,42,21,0,0,9,NA,1,124,NA,"coastal-carolina",2021
2,"Alex Spillum","S",13,0,0,NA,0,1,50,50,1,50,NA,"coastal-carolina",2021
3,"Braydon Bennett","RB",13,1,23,23,0,0,0,NA,0,954,NA,"coastal-carolina",2021
4,"Jacob Proche","CB",13,0,0,NA,0,2,-6,-3,0,-6,NA,"coastal-carolina",2021
5,"Jaivon Heiligh","WR",13,1,19,19,0,13,77,5.9,0,1224,NA,"coastal-carolina",2021
6,"JT Killen","LB",13,1,8,8,0,0,0,NA,0,8,NA,"coastal-carolina",2021
7,"Manny Stokes Jr.","CB",13,13,239,18.4,0,0,0,NA,0,254,NA,"coastal-carolina",2021
8,"Fred Jackson","WR",11,8,183,22.9,0,0,0,NA,0,183,NA,"coastal-carolina",2021
9,"Tavyn Jackson","S",8,1,28,28,0,0,0,NA,0,28,NA,"coastal-carolina",2021
1,"Thomas Pannunzio","WR",12,18,461,25.6,0,9,106,11.8,1,561,NA,"colorado-state",2021
2,"Dante Wright","WR",10,0,0,NA,0,8,48,6,0,581,NA,"colorado-state",2021
3,"Gerick Robinson","WR",4,0,0,NA,0,4,12,3,0,17,NA,"colorado-state",2021
1,"Brenden Rice","WR",11,17,469,27.6,0,0,0,NA,0,822,NA,"colorado",2021
2,"Chase Penry","WR",11,2,24,12,0,3,53,17.7,0,163,NA,"colorado",2021
3,"Trevor Woods","S",10,0,0,NA,0,1,54,54,1,54,NA,"colorado",2021
4,"Dimitri Stanley","WR",9,0,0,NA,0,10,123,12.3,0,254,NA,"colorado",2021
5,"Nikko Reed","CB",9,1,100,100,1,1,5,5,0,105,NA,"colorado",2021
6,"Vontae Shenault","WR",3,0,0,NA,0,4,38,9.5,0,98,NA,"colorado",2021
7,"Jared Poplawski","TE",2,1,10,10,0,0,0,NA,0,10,NA,"colorado",2021
1,"Aaron Turner","WR",12,8,130,16.3,0,0,0,NA,0,384,NA,"connecticut",2021
2,"Keelan Marion","WR",12,1,16,16,0,10,124,12.4,0,614,NA,"connecticut",2021
3,"Kevin Mensah","RB",12,2,25,12.5,0,0,0,NA,0,394,NA,"connecticut",2021
4,"Brandon Niemenski","TE",11,2,18,9,0,0,0,NA,0,140,NA,"connecticut",2021
5,"Brian Brewton","RB",11,24,717,29.9,2,0,0,NA,0,774,NA,"connecticut",2021
6,"Tui Faumuina-Brown","LB",11,1,4,4,0,0,0,NA,0,4,NA,"connecticut",2021
7,"Robert Burns","RB",10,3,58,19.3,0,0,0,NA,0,107,NA,"connecticut",2021
8,"Devontae Houston","RB",9,9,157,17.4,0,0,0,NA,0,269,NA,"connecticut",2021
9,"D.J. Morgan","LB",9,1,0,0,0,0,0,NA,0,0,NA,"connecticut",2021
10,"Jahkai Gill","WR",7,0,0,NA,0,1,4,4,0,58,NA,"connecticut",2021
11,"Cameron Ross","WR",2,0,0,NA,0,2,22,11,0,82,NA,"connecticut",2021
1,"Jaylen Stinson","S",12,34,818,24.1,2,0,0,NA,0,818,NA,"duke",2021
2,"Jontavis Robertson","WR",12,1,13,13,0,0,0,NA,0,132,NA,"duke",2021
3,"Josh Blackwell","CB",12,0,0,NA,0,7,54,7.7,0,54,NA,"duke",2021
4,"Scott Boylan","RB",8,0,0,NA,0,8,73,9.1,0,73,NA,"duke",2021
5,"Grissim Anderson","RB",5,1,8,8,0,0,0,NA,0,8,NA,"duke",2021
6,"Shamir Hagans","WR",4,5,109,21.8,0,0,0,NA,0,114,NA,"duke",2021
7,"Trent Davis","RB",3,2,47,23.5,0,0,0,NA,0,76,NA,"duke",2021
1,"Keaton Mitchell","RB",12,1,5,5,0,0,0,NA,0,1390,NA,"east-carolina",2021
2,"Tyler Snead","WR",12,17,378,22.2,0,12,81,6.8,0,1313,NA,"east-carolina",2021
3,"Warren Saba","S",12,2,24,12,0,0,0,NA,0,55,NA,"east-carolina",2021
4,"Maceo Donald","RB",11,1,11,11,0,0,0,NA,0,11,NA,"east-carolina",2021
1,"Dylan Drummond","WR",13,4,57,14.3,0,3,6,2,0,767,NA,"eastern-michigan",2021
2,"Hassan Beydoun","WR",13,15,284,18.9,0,9,62,6.9,0,1363,NA,"eastern-michigan",2021
3,"Luke Cameron","LB",13,1,15,15,0,0,0,NA,0,15,NA,"eastern-michigan",2021
4,"Jawon Hamilton","RB",11,5,80,16,0,0,0,NA,0,710,NA,"eastern-michigan",2021
5,"Jeff Hubbard","DB",11,0,0,NA,0,1,-8,-8,0,26,NA,"eastern-michigan",2021
6,"I'Shawn Stewart","WR",9,1,21,21,0,0,0,NA,0,56,NA,"eastern-michigan",2021
7,"Carter Stagner","DL",6,1,2,2,0,0,0,NA,0,2,NA,"eastern-michigan",2021
1,"James Charles","RB",12,2,24,12,0,0,0,NA,0,275,NA,"florida-atlantic",2021
2,"Je'Quan Burton","WR",12,13,263,20.2,0,0,0,NA,0,735,NA,"florida-atlantic",2021
3,"LaJohntay Wester","WR",12,0,0,NA,0,19,129,6.8,0,860,NA,"florida-atlantic",2021
4,"Johnny Ford","RB",11,4,83,20.8,0,0,0,NA,0,1196,NA,"florida-atlantic",2021
5,"D'Marcus Adams","CB",10,10,236,23.6,0,0,0,NA,0,330,NA,"florida-atlantic",2021
1,"Eric Wilson Jr.","RB",12,6,78,13,0,0,0,NA,0,410,NA,"florida-international",2021
2,"Lexington Joseph","RB",12,23,474,20.6,0,0,0,NA,0,803,NA,"florida-international",2021
3,"Rishard Dames","DB",12,0,0,NA,0,5,30,6,1,30,NA,"florida-international",2021
4,"Tyrese Chambers","WR",12,0,0,NA,0,1,19,19,0,1093,NA,"florida-international",2021
5,"Bryce Singleton","WR",11,0,0,NA,0,8,35,4.4,0,875,NA,"florida-international",2021
6,"Gaethan Bernadel","LB",10,1,0,0,0,0,0,NA,0,0,NA,"florida-international",2021
7,"Kamareon Williams","TE",7,1,7,7,0,0,0,NA,0,16,NA,"florida-international",2021
8,"Joel Felder","CB",1,1,15,15,0,0,0,NA,0,15,NA,"florida-international",2021
1,"Ja'khi Douglas","WR",12,6,96,16,0,0,0,NA,0,357,NA,"florida-state",2021
2,"Jashaun Corbin","RB",12,7,128,18.3,0,0,0,NA,0,1159,NA,"florida-state",2021
3,"Treshaun Ward","RB",12,2,46,23,0,1,11,11,0,757,NA,"florida-state",2021
4,"Ontaria Wilson","WR",11,1,27,27,0,7,28,4,0,447,NA,"florida-state",2021
5,"Keyshawn Helton","WR",10,0,0,NA,0,8,32,4,0,317,NA,"florida-state",2021
6,"Travis Jay","DB",10,4,104,26,0,1,0,0,0,109,NA,"florida-state",2021
7,"Corey Wren","RB",7,5,108,21.6,0,0,0,NA,0,108,NA,"florida-state",2021
1,"Jacob Copeland","WR",13,1,17,17,0,0,0,NA,0,679,NA,"florida",2021
2,"Justin Shorter","WR",13,1,0,0,0,0,0,NA,0,550,NA,"florida",2021
3,"Xzavier Henderson","WR",13,2,26,13,0,23,162,7,0,465,NA,"florida",2021
4,"Lloyd Summerall III","LB",12,1,20,20,0,0,0,NA,0,20,NA,"florida",2021
5,"Malik Davis","RB",12,14,319,22.8,0,0,0,NA,0,1023,NA,"florida",2021
6,"Ja'Markis Weston","WR",9,3,31,10.3,0,1,14,14,0,113,NA,"florida",2021
7,"Gage Wilcox","TE",2,1,0,0,0,0,0,NA,0,0,NA,"florida",2021
1,"Erik Brooks","WR",13,0,0,NA,0,1,-2,-2,0,182,NA,"fresno-state",2021
2,"Jordan Mims","RB",13,13,285,21.9,0,0,0,NA,0,1319,NA,"fresno-state",2021
3,"Raymond Pauwels","TE",13,1,10,10,0,0,0,NA,0,136,NA,"fresno-state",2021
4,"Zane Pope","WR",13,0,0,NA,0,6,26,4.3,0,500,NA,"fresno-state",2021
5,"Jordan Brown","WR",11,3,19,6.3,0,0,0,NA,0,30,NA,"fresno-state",2021
6,"Ronnie Rivers","RB",11,1,13,13,0,9,22,2.4,0,1187,NA,"fresno-state",2021
7,"Malik Sherrod","RB",8,9,177,19.7,0,0,0,NA,0,218,NA,"fresno-state",2021
1,"Khaleb Hood","SB",12,17,296,17.4,0,10,38,3.8,0,853,NA,"georgia-southern",2021
2,"Tyrell Davis","S",12,0,0,NA,0,1,20,20,1,21,NA,"georgia-southern",2021
3,"Derwin Burgess Jr.","WR",11,2,24,12,0,0,0,NA,0,337,NA,"georgia-southern",2021
4,"Quin Williams","LB",10,1,0,0,0,0,0,NA,0,22,NA,"georgia-southern",2021
5,"Darius Lewis","WR",9,1,3,3,0,0,0,NA,0,15,NA,"georgia-southern",2021
6,"NaJee Thompson","WR",9,5,108,21.6,0,0,0,NA,0,108,NA,"georgia-southern",2021
7,"Dexter Carter Jr.","SB",4,2,30,15,0,0,0,NA,0,43,NA,"georgia-southern",2021
1,"Terrance Dixon","WR",13,2,30,15,0,0,0,NA,0,239,NA,"georgia-state",2021
2,"Quavian White","CB",11,6,103,17.2,0,3,4,1.3,0,143,NA,"georgia-state",2021
1,"Billy Ward","TE",12,1,-4,-4,0,0,0,NA,0,-4,NA,"georgia-tech",2021
2,"Jahmyr Gibbs","RB",12,23,589,25.6,1,0,0,NA,0,1805,NA,"georgia-tech",2021
3,"Malachi Carter","WR",12,1,4,4,0,0,0,NA,0,493,NA,"georgia-tech",2021
4,"Azende Rey","WR",11,5,78,15.6,0,12,52,4.3,0,130,NA,"georgia-tech",2021
5,"Kyric McGowan","WR",11,1,3,3,0,4,9,2.3,0,479,NA,"georgia-tech",2021
6,"Jamious Griffin","RB",4,5,66,13.2,0,0,0,NA,0,89,NA,"georgia-tech",2021
1,"Kearis Jackson","WR",15,6,116,19.3,0,22,189,8.6,0,536,NA,"georgia",2021
2,"Ladd McConkey","WR",15,0,0,NA,0,5,82,16.4,0,573,NA,"georgia",2021
3,"Zamir White","RB",15,2,37,18.5,0,0,0,NA,1,968,NA,"georgia",2021
4,"Kenny McIntosh","RB",14,8,157,19.6,0,0,0,NA,0,727,NA,"georgia",2021
5,"Dominick Blaylock","WR",4,0,0,NA,0,2,5,2.5,0,16,NA,"georgia",2021
6,"Mekhi Mews","WR",1,1,12,12,0,1,4,4,0,16,NA,"georgia",2021
1,"Calvin Turner","RB",13,13,285,21.9,0,6,46,7.7,0,1523,NA,"hawaii",2021
2,"Dedrick Parson","RB",13,2,23,11.5,0,3,21,7,0,941,NA,"hawaii",2021
3,"Hugh Nelson","DB",13,0,0,NA,0,1,0,0,0,2,NA,"hawaii",2021
4,"Khoury Bethley","DB",13,1,0,0,0,0,0,NA,0,120,NA,"hawaii",2021
5,"Solomon Turner","DB",13,2,33,16.5,0,0,0,NA,0,37,NA,"hawaii",2021
6,"Foi Shaw","DL",12,1,0,0,0,0,0,NA,0,0,NA,"hawaii",2021
7,"Jalen Perdue","DB",12,7,148,21.1,0,0,0,NA,0,148,NA,"hawaii",2021
8,"Tru Edwards","WR",10,3,55,18.3,0,0,0,NA,0,92,NA,"hawaii",2021
9,"Koali Nishigaya","WR",6,0,0,NA,0,1,2,2,0,26,NA,"hawaii",2021
10,"Dior Scott","RB",4,1,21,21,0,0,0,NA,0,56,NA,"hawaii",2021
1,"Christian Trahan","TE",14,1,7,7,0,0,0,NA,0,405,"","houston",2021
2,"Jeremy Singleton","WR",14,1,10,10,0,0,0,NA,0,505,"","houston",2021
3,"Nathaniel Dell","WR",14,13,201,15.5,0,0,0,NA,0,1535,"","houston",2021
4,"Seth Green","TE",14,1,1,1,0,0,0,NA,0,158,"","houston",2021
5,"Marcus Jones","CB",13,15,510,34,2,26,374,14.4,2,999,"AA","houston",2021
6,"Parker Eichenberger","TE",13,3,31,10.3,0,0,0,NA,0,41,"","houston",2021
7,"Ta'Zhawn Henry","RB",13,7,111,15.9,0,0,0,NA,0,734,"","houston",2021
8,"Sedrick Williams","DL",4,1,7,7,0,0,0,NA,0,7,"","houston",2021
1,"Donny Navarro III","WR",12,3,49,16.3,0,16,121,7.6,0,337,NA,"illinois",2021
1,"Bryant Fitzgerald","DB",12,1,21,21,0,0,0,NA,0,46,NA,"indiana",2021
2,"Davion Ervin-Poindexter","RB",12,2,14,7,0,0,0,NA,0,267,NA,"indiana",2021
3,"Marcelino Ball","DB",12,4,81,20.3,0,0,0,NA,0,81,NA,"indiana",2021
4,"Ty Fryfogle","WR",12,0,0,NA,0,3,-5,-1.7,0,541,NA,"indiana",2021
