rk,player,pos,g,solo,ast,comb,tfl,sk,int,yds,avg,int_td,pd,fr,yds_2,frtd,ff,awards,Team,Year,ret,y_ret,krtd,ret_2,y_ret_2,prtd,ap_yd,xpm,xpa,xp_percent,fgm,fga,fg_percent,pts,pnt,y_p,Rk,Player,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,att,y_a,td,y_g,rec,y_r,td_2,y_g_2,plays,yds_3,td_3,rush,oth_td,x2pm,sfty,pts_g
27.0,Beau Robbins,DL,12.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,indiana,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Beau Robbins,DL,10.0,4.0,8.0,12.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,indiana,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Beau Robinson,RB,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,brigham-young,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Beaux Collins,WR,11.0,,,,,,,0.0,13.1,0.0,,,407.0,0.0,,,clemson,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,18.0,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,0.0,3.0,13.1,3.0,37.0,31.0,407.0,3.0,0.0,0.0,0.0,0.0,1.6
4.0,Beaux Collins,WR,10.0,,,,,,,0.0,17.0,0.0,,,373.0,0.0,,,clemson,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,32.0,,,,,,,,,,,,,,,,,,,,,0.0,,5.0,0.0,5.0,17.0,5.0,37.3,22.0,373.0,5.0,0.0,0.0,1.0,0.0,3.2
7.0,Beaux Collins,WR,11.0,,,,,,,0.0,13.4,0.0,,,510.0,0.0,,,clemson,2023,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,18.0,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,0.0,3.0,13.4,3.0,46.4,38.0,510.0,3.0,0.0,0.0,0.0,0.0,1.6
13.0,Bee Jay Williamson,DB,11.0,31.0,23.0,54.0,3.0,0.0,3.0,62.0,20.7,1.0,2.0,0.0,0.0,0.0,2.0,,louisiana-tech,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5
3.0,Bee Jay Williamson,DB,10.0,40.0,17.0,57.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,louisiana-tech,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Behren Morton,QB,2.0,,,,,,,15.0,7.5,,,,0.0,,,,texas-tech,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.5,0.0,7.5,0.0,,0.0,0.0,2.0,15.0,0.0,,,,,
12.0,Behren Morton,QB,9.0,,,,,,,79.0,1.9,0.0,,,0.0,0.0,,,texas-tech,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,12.0,,,,,,,,,,,,,,,,,,,,,42.0,1.9,2.0,8.8,0.0,,0.0,0.0,42.0,79.0,2.0,2.0,0.0,0.0,0.0,1.3
5.0,Behren Morton,QB,10.0,,,,,,,3.0,0.1,0.0,,,0.0,0.0,,,texas-tech,2023,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,24.0,,,,,,,,,,,,,,,,,,,,,46.0,0.1,4.0,0.3,0.0,,0.0,0.0,46.0,3.0,4.0,4.0,0.0,0.0,0.0,2.4
33.0,Belizarre Bassett II,DL,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,syracuse,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,Ben Adler,OL,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,kansas-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Ben Barten,DL,7.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,wisconsin,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Ben Barten,DL,13.0,5.0,8.0,13.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,wisconsin,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Ben Bell,DE,12.0,11.0,14.0,25.0,3.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,texas-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Ben Bell,DE,13.0,32.0,25.0,57.0,16.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,texas-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Ben Bell,DL,10.0,10.0,17.0,27.0,6.0,3.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,louisiana-tech,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Ben Bohnenberger,OL,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,massachusetts,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,Ben Bolton,LB,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,tennessee,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Ben Bolton,LB,13.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,tennessee,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Ben Bresnahan,TE,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,104.0,0.0,0.0,,vanderbilt,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,10.4,0.0,11.6,10.0,104.0,0.0,0.0,0.0,1.0,0.0,0.2
9.0,Ben Bresnahan,TE,12.0,,,,,,,0.0,12.0,0.0,,,192.0,0.0,,,vanderbilt,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,1.0,12.0,1.0,16.0,16.0,192.0,1.0,0.0,0.0,1.0,0.0,0.7
18.0,Ben Brittain,QB,5.0,,,,,,,25.0,8.3,,,,0.0,,,,air-force,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.3,0.0,5.0,0.0,,0.0,0.0,3.0,25.0,0.0,,,,,
17.0,Ben Brittain,QB,4.0,,,,,,,31.0,4.4,,,,0.0,,,,air-force,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.4,0.0,7.8,0.0,,0.0,0.0,7.0,31.0,0.0,,,,,
9.0,Ben Bryant,QB,11.0,,,,,,,-118.0,-2.5,,,,0.0,,,,cincinnati,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,-2.5,0.0,-10.7,0.0,,0.0,0.0,47.0,-118.0,0.0,,,,,
8.0,Ben Bryant,QB,13.0,,,,,,,-43.0,-0.5,0.0,,,0.0,0.0,,,eastern-michigan,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,12.0,,,,,,,,,,,,,,,,,,,,,87.0,-0.5,2.0,-3.3,0.0,,0.0,0.0,87.0,-43.0,2.0,2.0,0.0,0.0,0.0,0.9
6.0,Ben Bryant,QB,9.0,,,,,,,-33.0,-0.6,0.0,,,0.0,0.0,,,northwestern,2023,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,24.0,,,,,,,,,,,,,,,,,,,,,60.0,-0.6,4.0,-3.7,0.0,,0.0,0.0,60.0,-33.0,4.0,4.0,0.0,0.0,0.0,2.7
24.0,Ben Buechel,TE,3.0,,,,,,,0.0,12.0,,,,12.0,,,,purdue,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,12.0,0.0,4.0,1.0,12.0,0.0,,,,,
1.0,Ben Bywater,LB,13.0,57.0,45.0,102.0,9.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,brigham-young,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Ben Bywater,LB,13.0,31.0,67.0,98.0,4.0,1.0,3.0,95.0,31.7,1.0,2.0,0.0,0.0,0.0,0.0,,brigham-young,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5
8.0,Ben Bywater,LB,4.0,15.0,17.0,32.0,3.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,brigham-young,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Ben Chukwuma,OL,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,georgia-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Ben Coleman,OL,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,california,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Ben Cutter,LB,13.0,28.0,28.0,56.0,6.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,west-virginia,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Ben Davis,LB,11.0,11.0,5.0,16.0,5.0,2.5,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,,texas,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Ben Easters,QB,1.0,,,,,,,3.0,3.0,,,,0.0,,,,kansas,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,0.0,,0.0,0.0,1.0,3.0,0.0,,,,,
8.0,Ben Egenolf,DB,12.0,15.0,22.0,37.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,ball-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Ben Egenolf,S,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,ball-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Ben Farrell,OL,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,purdue,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Ben Finley,QB,7.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,california,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.7,0.0,1.1,0.0,,0.0,0.0,12.0,8.0,0.0,,,,,
19.0,Ben Finley,QB,4.0,,,,,,,7.0,3.5,,,,0.0,,,,north-carolina-state,2021,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,1.0,38.0,,,,,,,,,,,,,,,,,,,2.0,3.5,0.0,1.8,0.0,,0.0,0.0,2.0,7.0,0.0,,,,,
25.0,Ben Finley,QB,3.0,,,,,,,-8.0,-1.3,,,,0.0,,,,north-carolina-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-1.3,0.0,-2.7,0.0,,0.0,0.0,6.0,-8.0,0.0,,,,,
28.0,Ben Finneseth,S,11.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,colorado,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Ben Florentine,DL,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,wyoming,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Ben Florentine,DL,12.0,7.0,4.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,wyoming,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Ben Freehill,K,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,purdue,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Ben Freehill,K,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,purdue,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Ben Freehill,K,8.0,,,,,,,0.0,,0.0,,,,0.0,,,purdue,2023,,,0.0,,,0.0,,21.0,22.0,95.5,6.0,11.0,54.5,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,4.9
7.0,Ben Frye,DT,12.0,23.0,19.0,42.0,7.0,2.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,,duke,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Ben Furgal,LB,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,southern-methodist,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Ben Furtney,LB,11.0,,,,,,,6.0,,,,,0.0,,,,purdue,2021,1.0,6.0,0.0,0.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Ben Furtney,TE,8.0,,,,,,,0.0,20.0,,,,20.0,,,,purdue,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,20.0,0.0,2.5,1.0,20.0,0.0,,,,,
25.0,Ben Furtney,TE,12.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,purdue,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Ben Gansallo,NT,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,new-mexico,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Ben Garbarini,P,3.0,,,,,,,71.0,,,,,,,,,iowa-state,2022,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,2.0,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Ben Griffiths,P,12.0,,,,,,,1978.0,,,,,,,,,southern-california,2021,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,44.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Ben Gulbranson,QB,10.0,1.0,0.0,1.0,0.0,0.0,0.0,52.0,1.9,0.0,0.0,0.0,24.0,0.0,0.0,,oregon-state,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,30.0,,,,,,,,,,,,,,,,,,,,,40.0,1.3,5.0,5.2,0.0,24.0,0.0,2.4,41.0,76.0,5.0,5.0,0.0,0.0,0.0,3.0
25.0,Ben Gulbranson,QB,2.0,,,,,,,-12.0,-2.4,,,,0.0,,,,oregon-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,-2.4,0.0,-6.0,0.0,,0.0,0.0,5.0,-12.0,0.0,,,,,
42.0,Ben Hamilton,RB,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,baylor,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Ben Jefferson,WR,8.0,,,,,,,17.0,5.7,0.0,,,0.0,0.0,,,air-force,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,3.0,5.7,1.0,2.1,0.0,,0.0,0.0,3.0,17.0,1.0,1.0,0.0,0.0,0.0,0.8
9.0,Ben Jefferson,WR,13.0,,,,,,,67.0,9.3,,,,17.0,,,,air-force,2022,1.0,11.0,0.0,0.0,,0.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.4,0.0,5.2,1.0,17.0,0.0,1.3,9.0,84.0,0.0,,,,,
6.0,Ben Johnson,LB,11.0,11.0,13.0,24.0,0.0,0.0,0.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,,ohio,2021,5.0,8.2,0.0,0.0,,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Ben Johnson,S,14.0,15.0,28.0,43.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,ohio,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Ben Johnson,S,13.0,3.0,14.0,17.0,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,,ohio,2023,1.0,16.0,0.0,0.0,,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Ben Key,DL,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,nevada-las-vegas,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Ben Kiernan,P,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1966.0,,0.0,0.0,0.0,0.0,0.0,0.0,,north-carolina,2021,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,45.0,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Ben Kiernan,P,14.0,1.0,0.0,1.0,0.0,0.0,0.0,2245.0,,0.0,0.0,0.0,0.0,0.0,0.0,,north-carolina,2022,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,48.0,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Ben Kiernan,P,5.0,,,,,,,17.0,17.0,,,,0.0,,,,north-carolina,2023,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,9.0,41.2,,,,,,,,,,,,,,,,,,,1.0,17.0,0.0,3.4,0.0,,0.0,0.0,1.0,17.0,0.0,,,,,
8.0,Ben Kimpler,DL,13.0,22.0,19.0,41.0,12.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,miami-oh,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Ben Knox,CB,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,south-florida,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Ben Knox,CB,12.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,south-florida,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Ben Kopenski,DE,13.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,oklahoma-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Ben Kopenski,DE,13.0,8.0,6.0,14.0,4.0,3.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,oklahoma-state,2022,1.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Ben Kopenski,DE,12.0,30.0,22.0,52.0,14.0,8.5,0.0,-6.0,-6.0,0.0,0.0,2.0,0.0,0.0,2.0,,tulsa,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-6.0,0.0,-0.5,0.0,,0.0,0.0,1.0,-6.0,0.0,,,,,
28.0,Ben Kreul,LB,10.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,purdue,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Ben Kreul,LB,12.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,purdue,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Ben Krimm,P,3.0,,,,,,,44.0,,,,,,,,,notre-dame,2023,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,1.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Ben Labrosse,DB,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,syracuse,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Ben Lisk,LS,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,toledo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Ben Marshall,TE,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,california,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,Ben Minich,S,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,notre-dame,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Ben Nelson,DL,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,michigan-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Ben Nikkel,DB,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,iowa-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Ben Nikkel,DB,12.0,23.0,17.0,40.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,iowa-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Ben Norton,K,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,utah,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Ben Osueke,CB,12.0,13.0,6.0,19.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,temple,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Ben Patton,K,4.0,,,,,,,0.0,,0.0,,,,0.0,,,auburn,2021,,,0.0,,,0.0,,6.0,6.0,100.0,5.0,6.0,83.3,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,5.3
5.0,Ben Patton,K,6.0,,,,,,,0.0,,0.0,,,,0.0,,,michigan-state,2022,,,0.0,,,0.0,,15.0,16.0,93.8,4.0,8.0,50.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,4.5
33.0,Ben Pratt,LS,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,central-michigan,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Ben Ratzlaff,WR,13.0,,,,,,,0.0,9.8,,,,118.0,,,,western-kentucky,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,12.0,9.8,0.0,9.1,12.0,118.0,0.0,,,,,
5.0,Ben Raybon,K,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,mississippi-state,2022,,,0.0,,,0.0,,20.0,22.0,90.9,4.0,6.0,66.7,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,2.5
17.0,Ben Redding,TE,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,southern-methodist,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,5.0,0.0,0.5,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.2
6.0,Ben Redding,TE,9.0,,,,,,,4.0,7.9,0.0,,,107.0,0.0,,,southern-methodist,2022,1.0,12.0,0.0,0.0,,0.0,123.0,0.0,0.0,,0.0,0.0,,24.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.4,4.0,8.2,4.0,11.9,14.0,111.0,4.0,0.0,0.0,0.0,0.0,2.7
29.0,Ben Roberts,DL,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,oregon,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Ben Roberts,DL,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,oregon,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
